Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0008380,2014-08-10,Export,USD,GUT930,12,904.5,10854.0,443.205,Zooveo Company,Product 14,Milford (Town),New Haven County,CT,Connecticut,Town,41.22509,-73.06111,53592,21255,80247,10410.795,95.92
SO - 0009102,2014-08-10,Wholesale,USD,GUT930,9,194.3,1748.7,106.865,Shuffledri Group,Product 18,Plantation,Broward County,FL,Florida,City,26.12759,-80.2331,92560,33208,66647,1641.835,93.89
SO - 0001101,2014-08-10,Wholesale,USD,NXH382,6,3758.7,22552.2,3082.134,Centizu Company,Product 14,Boca Raton,Palm Beach County,FL,Florida,City,26.35869,-80.0831,93235,37224,70638,19470.066,86.33
SO - 0002362,2014-08-10,Wholesale,USD,AXW291,8,3919.5,31356.0,3292.38,SAFEWAY Ltd,Product 4,Concord,Elkhart County,IN,Indiana,Township,41.65183,-85.94312,55462,19401,38285,28063.62,89.5
SO - 0003742,2014-08-10,Wholesale,USD,AXW291,6,1031.8,6190.8,691.306,Realbuzz Ltd,Product 3,Sacramento,Sacramento County,CA,California,City,38.58157,-121.4944,490712,178185,50739,5499.494,88.83
SO - 0007465,2014-08-10,Wholesale,USD,GUT930,9,1038.5,9346.5,747.72,Twimbo Company,Product 15,Laredo,Webb County,TX,Texas,City,27.50641,-99.50754,255473,66308,39711,8598.78,92.0
SO - 0002823,2014-08-10,Wholesale,USD,AXW291,9,1051.9,9467.1,662.697,Blogspan Ltd,Product 1,Jackson,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,170674,62671,32250,8804.403,93.0
SO - 0005911,2014-08-10,Wholesale,USD,AXW291,9,1855.9,16703.1,965.068,Zoovu Corp,Product 14,Bloomingdale (Township),DuPage County,IL,Illinois,Township,41.94563,-88.08462,113024,40097,68474,15738.032,94.22
SO - 0006338,2014-08-10,Wholesale,USD,NXH382,7,3979.8,27858.6,3144.042,Camido Company,Product 14,Cape Coral,Lee County,FL,Florida,City,26.56285,-81.94953,175229,58967,50536,24714.558,88.71
SO - 0005933,2014-08-10,Wholesale,USD,AXW291,9,971.5,8743.5,680.05,Mydo Corp,Product 1,Salem,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,164549,57729,47191,8063.45,92.22
SO - 0002079,2014-08-10,Wholesale,USD,NXH382,5,1065.3,5326.5,521.997,CLINIQUE Ltd,Product 11,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,82000,33717,44641,4804.503,90.2
SO - 0005647,2014-08-10,Wholesale,USD,GUT930,7,2680.0,18760.0,1206.0,Safecor Corp,Product 16,Rochester,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,112225,43634,64554,17554.0,93.57
SO - 0003897,2014-08-10,Export,USD,FLR025,9,1098.8,9889.2,670.268,Kare Corp,Product 1,Miami,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,441003,157347,31051,9218.932,93.22
SO - 0003765,2014-08-10,Distributor,USD,AXW291,6,3979.8,23878.8,2626.668,Realpoint Corp,Product 3,Orland,Cook County,IL,Illinois,Township,41.59859,-87.85041,99816,35941,82077,21252.132,89.0
SO - 000936,2014-08-10,Distributor,USD,AXW291,6,857.6,5145.6,660.352,Camido Company,Product 5,North Las Vegas,Clark County,NV,Nevada,City,36.19886,-115.1175,234807,68686,52511,4485.248,87.17
SO - 000964,2014-08-10,Wholesale,USD,AXW291,10,268.0,2680.0,123.28,Wordtune Company,Product 19,Palm Beach Gardens,Palm Beach County,FL,Florida,City,26.82339,-80.13865,52923,22945,68802,2556.72,95.4
SO - 0003294,2014-08-10,Wholesale,USD,AXW291,11,1098.8,12086.8,736.196,Aimbo Corp,Product 28,Avondale,Maricopa County,AZ,Arizona,City,33.4356,-112.3496,80684,23516,55100,11350.604,93.91
SO - 0006925,2014-08-10,Distributor,USD,AXW291,9,1279.7,11517.3,627.053,Feednation Corp,Product 30,Frankfort (Township),Will County,IL,Illinois,Township,41.5136,-87.84645,58934,19051,96853,10890.247,94.56
SO - 0001251,2014-08-10,Distributor,USD,AXW291,12,944.7,11336.4,387.327,Dazzlesphe Corp,Product 26,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,110402,43801,79416,10949.073,96.58
SO - 0001929,2014-08-10,Wholesale,USD,GUT930,11,2646.5,29111.5,1879.015,True Ltd,Product 14,Bartlett,Shelby County,TN,Tennessee,City,35.20453,-89.87398,58579,19881,81158,27232.485,93.55
SO - 0002603,2014-08-10,Distributor,USD,NXH382,9,3557.7,32019.3,2170.197,Realbuzz Ltd,Product 13,Lakewood (Township),Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,99262,24256,40983,29849.103,93.22
SO - 0009086,2014-08-10,Wholesale,USD,GUT930,10,1889.4,18894.0,1322.58,Aromaticos Company,Product 14,Auburn,King County/Pierce County,WA,Washington,City,47.30377,-122.21,77006,27280,59347,17571.42,93.0
SO - 0006477,2014-08-10,Distributor,USD,GUT930,6,2572.8,15436.8,1595.136,Remedy Ltd,Product 21,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,53366,19161,45370,13841.664,89.67
SO - 0006562,2014-08-10,Wholesale,USD,AXW291,6,3845.8,23074.8,2961.266,SEINDNI Corp,Product 24,West Sacramento,Yolo County,CA,California,City,38.58046,-121.53023,52721,17930,52763,20113.534,87.17
SO - 0006613,2014-08-10,Distributor,USD,GUT930,5,1025.1,5125.5,645.813,Pacific Ltd,Product 5,San Diego,San Diego County,CA,California,City,32.71533,-117.15726,1394928,485091,66116,4479.687,87.4
SO - 0007446,2014-08-10,Export,USD,NXH382,12,1045.2,12542.4,846.612,BB17 Company,Product 26,Glendora,Los Angeles County,CA,California,City,34.13612,-117.86534,52009,16722,75148,11695.788,93.25
SO - 0007673,2014-08-10,Wholesale,USD,AXW291,5,247.9,1239.5,111.555,Centizu Company,Product 20,Aurora,Kendall County/Kane County/Will County/DuPage County,IL,Illinois,City,41.76346,-88.2901,200661,61449,63090,1127.945,91.0
SO - 0010579,2014-08-10,Wholesale,USD,AXW291,7,5889.3,41225.1,4711.44,GOOD Ltd,Product 19,Antioch,Contra Costa County,CA,California,City,38.00492,-121.80579,110542,33718,64329,36513.66,88.57
SO - 0009583,2014-08-10,Wholesale,USD,FLR025,8,1159.1,9272.8,776.597,Chatterbri Ltd,Product 18,Lockport (Township),Will County,IL,Illinois,Township,41.59625,-88.08915,60056,20428,60827,8496.203,91.62
SO - 0005411,2014-08-10,Export,USD,NXH382,6,6003.2,36019.2,3902.08,State Ltd,Product 5,Carlsbad,San Diego County,CA,California,City,33.15809,-117.35059,113453,42791,90597,32117.12,89.17
SO - 000130,2014-08-11,Wholesale,USD,AXW291,6,2901.1,17406.6,2378.902,Skajo Ltd,Product 7,Tampa,Hillsborough County,FL,Florida,City,27.94752,-82.45843,369075,142232,44185,15027.698,86.33
SO - 0008986,2014-08-11,Wholesale,USD,AXW291,9,938.0,8442.0,750.4,Topco Company,Product 13,Macon,Bibb County,GA,Georgia,Other,32.80884,-83.69419,153515,57025,36568,7691.6,91.11
SO - 000947,2014-08-11,Wholesale,USD,AXW291,11,2298.1,25279.1,988.183,Wise Company,Product 4,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,281944,92675,33139,24290.917,96.09
SO - 0009418,2014-08-11,Wholesale,USD,AXW291,5,984.9,4924.5,630.336,Liberty Group,Product 5,Hamilton,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,89030,33496,70996,4294.164,87.2
SO - 000286,2014-08-11,Wholesale,USD,AXW291,9,2485.7,22371.3,1789.704,True Ltd,Product 25,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,77742,29851,41455,20581.596,92.0
SO - 0009197,2014-08-11,Wholesale,USD,AXW291,7,891.1,6237.7,623.77,Omba Group,Product 19,Chico,Butte County,CA,California,City,39.72849,-121.83748,90316,34791,42342,5613.93,90.0
SO - 0002222,2014-08-11,Wholesale,USD,AXW291,12,1842.5,22110.0,902.825,Wordpedia Ltd,Product 14,San Buenaventura (Ventura),Ventura County,CA,California,City,34.26778,-119.25421,109708,41029,66995,21207.175,95.92
SO - 000838,2014-08-11,Distributor,USD,AXW291,8,1809.0,14472.0,1465.29,Brightdog Corp,Product 14,New Rochelle,Westchester County,NY,New York,City,40.91149,-73.78235,79846,28279,70036,13006.71,89.88
SO - 0002872,2014-08-11,Export,USD,AXW291,12,3691.7,44300.4,2768.775,Deseret Group,Product 1,Wilmington,New Castle County,DE,Delaware,City,39.74595,-75.54659,71948,28881,40465,41531.625,93.75
SO - 0008637,2014-08-11,Distributor,USD,NXH382,6,1011.7,6070.2,435.031,SHISEIDO Ltd,Product 5,Riverside,Riverside County,CA,California,City,33.95333,-117.39611,322424,91267,57196,5635.169,92.83
SO - 0003411,2014-08-11,Distributor,USD,FLR025,11,2887.7,31764.7,1443.85,Feednation Corp,Product 21,Stratford,Fairfield County,CT,Connecticut,Town,41.20569,-73.12799,52609,20714,66886,30320.85,95.45
SO - 0004629,2014-08-11,Wholesale,USD,AXW291,11,810.7,8917.7,680.988,Feednation Corp,Product 8,Perth Amboy,Middlesex County,NJ,New Jersey,City,40.50677,-74.26542,52682,16269,44024,8236.712,92.36
SO - 0004725,2014-08-11,Wholesale,USD,NXH382,10,1065.3,10653.0,585.915,True Ltd,Product 2,Buckeye,Maricopa County,AZ,Arizona,City,33.37032,-112.58378,62138,15718,58939,10067.085,94.5
SO - 0005557,2014-08-11,Wholesale,USD,AXW291,11,683.4,7517.4,314.364,Aveda Group,Product 25,Cicero (Township),Cook County,IL,Illinois,Township,41.84454,-87.75929,83886,21721,41866,7203.036,95.82
SO - 0006459,2014-08-11,Wholesale,USD,NXH382,6,2003.3,12019.8,1242.046,Natures Group,Product 10,Toms River,Ocean County,NJ,New Jersey,CDP,39.95373,-74.19792,89459,33222,72196,10777.754,89.67
SO - 0006936,2014-08-11,Wholesale,USD,FLR025,9,3912.8,35215.2,2817.216,Voolith Ltd,Product 16,Folsom,Sacramento County,CA,California,City,38.67796,-121.17606,76375,25879,100978,32397.984,92.0
SO - 0007620,2014-08-11,Distributor,USD,GUT930,9,1963.1,17667.9,1629.373,Pacific Ltd,Product 6,Phoenix,Maricopa County,AZ,Arizona,City,33.44838,-112.07404,1563025,525610,47326,16038.527,90.78
SO - 0009806,2014-08-11,Wholesale,USD,GUT930,5,3939.6,19698.0,2403.156,Topco Company,Product 2,Vista,San Diego County,CA,California,City,33.20004,-117.24254,100890,30451,50601,17294.844,87.8
SO - 0009167,2014-08-11,Wholesale,USD,AXW291,11,871.0,9581.0,426.79,Skyble Corp,Product 28,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,79768,31915,40626,9154.21,95.55
SO - 0003107,2014-08-11,Wholesale,USD,GUT930,5,1688.4,8442.0,861.084,H Ltd,Product 25,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,City,41.54994,-93.78135,64113,25884,71200,7580.916,89.8
SO - 0007320,2014-08-11,Wholesale,USD,AXW291,5,1118.9,5594.5,794.419,Nexus Group,Product 18,Oak Park,Cook County,IL,Illinois,Village,41.88503,-87.7845,52287,21612,80196,4800.081,85.8
SO - 0003133,2014-08-11,Wholesale,USD,AXW291,9,3946.3,35516.7,2999.188,Ozu Ltd,Product 26,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,56473,20007,71491,32517.512,91.56
SO - 0004408,2014-08-11,Distributor,USD,AXW291,7,1145.7,8019.9,836.361,Talane Group,Product 3,Lorain,Lorain County,OH,Ohio,City,41.45282,-82.18237,63647,25218,35042,7183.539,89.57
SO - 0004701,2014-08-11,Wholesale,USD,AXW291,5,3839.1,19195.5,1881.159,Aimbo Corp,Product 4,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,52710,21793,53010,17314.341,90.2
SO - 0002326,2014-08-11,Wholesale,USD,AXW291,9,3035.1,27315.9,1578.252,Zava Group,Product 2,Pleasanton,Alameda County,CA,California,City,37.66243,-121.87468,79510,26020,124759,25737.648,94.22
SO - 0005232,2014-08-11,Wholesale,USD,AXW291,8,3906.1,31248.8,2812.392,Fivechat Company,Product 15,Manteca,San Joaquin County,CA,California,City,37.79743,-121.21605,75448,22639,62364,28436.408,91.0
SO - 0006455,2014-08-11,Wholesale,USD,AXW291,11,837.5,9212.5,644.875,Geiss Company,Product 2,San Marcos,Caldwell County/Hays County/Guadalupe County,TX,Texas,City,29.8729,-97.93773,60684,20155,28923,8567.625,93.0
SO - 0006501,2014-08-11,Export,USD,AXW291,12,3912.8,46953.6,1995.528,BB17 Company,Product 15,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,82492,27044,91254,44958.072,95.75
SO - 0001914,2014-08-11,Distributor,USD,NXH382,6,3906.1,23436.6,2421.782,Cadila Ltd,Product 25,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,623747,215614,50202,21014.818,89.67
SO - 0003758,2014-08-11,Distributor,USD,AXW291,6,1118.9,6713.4,626.584,Mylan Corp,Product 25,Tonawanda (CDP),Erie County,NY,New York,CDP,43.02033,-78.88032,58204,25691,54345,6086.816,90.67
SO - 0006824,2014-08-11,Wholesale,USD,NXH382,8,2358.4,18867.2,1108.448,Cadila Ltd,Product 26,Jackson,Madison County,TN,Tennessee,City,35.61452,-88.81395,66975,25128,38153,17758.752,94.12
SO - 0010351,2014-08-11,Distributor,USD,FLR025,11,1011.7,11128.7,789.126,Vimbo Company,Product 9,Santa Monica,Los Angeles County,CA,California,City,34.01945,-118.49119,93220,46688,76580,10339.574,92.91
SO - 0007372,2014-08-11,Distributor,USD,AXW291,10,5266.2,52662.0,3528.354,GOOD Ltd,Product 5,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,1300092,477249,43781,49133.646,93.3
SO - 0001466,2014-08-11,Wholesale,USD,AXW291,10,1172.5,11725.0,715.225,Wordware Company,Product 11,Homestead,Miami-Dade County,FL,Florida,City,25.46872,-80.47756,66498,19154,40959,11009.775,93.9
SO - 0003188,2014-08-11,Export,USD,NXH382,6,2619.7,15718.2,1047.88,WOONSOCKET Corp,Product 24,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,389965,150683,45947,14670.32,93.33
SO - 0007572,2014-08-11,Wholesale,USD,AXW291,12,1065.3,12783.6,458.079,Internatio Company,Product 5,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,55586,20975,54176,12325.521,96.42
SO - 0009273,2014-08-11,Distributor,USD,AXW291,7,3865.9,27061.3,1700.996,Dazzlesphe Corp,Product 15,Napa,Napa County,CA,California,City,38.29714,-122.28553,80434,28356,68038,25360.304,93.71
SO - 0010348,2014-08-11,Distributor,USD,AXW291,8,1929.6,15436.8,1196.352,True Ltd,Product 30,Bradenton,Manatee County,FL,Florida,City,27.49893,-82.57482,54437,20649,40227,14240.448,92.25
SO - 0001214,2014-08-11,Wholesale,USD,NXH382,7,2351.7,16461.9,1716.741,Roomm Company,Product 20,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,389965,150683,45947,14745.159,89.57
SO - 0002471,2014-08-11,Wholesale,USD,GUT930,9,2680.0,24120.0,2090.4,Tekfly Group,Product 25,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,1469845,488645,46744,22029.6,91.33
SO - 0003065,2014-08-11,Wholesale,USD,FLR025,5,3658.2,18291.0,2780.232,BB17 Company,Product 15,Hillsboro,Washington County,OR,Oregon,City,45.52289,-122.98983,102347,35284,67757,15510.768,84.8
SO - 0003989,2014-08-11,Distributor,USD,FLR025,10,3169.1,31691.0,1331.022,SHISEIDO Ltd,Product 7,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,195097,73026,40355,30359.978,95.8
SO - 0009935,2014-08-11,Distributor,USD,AXW291,9,1072.0,9648.0,621.76,Mycone Ltd,Product 26,New Orleans,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,389617,153140,36792,9026.24,93.56
SO - 0010674,2014-08-12,Wholesale,USD,NXH382,10,1708.5,17085.0,1383.885,Aimbo Corp,Product 3,Chandler,Maricopa County,AZ,Arizona,City,33.30616,-111.84125,260828,88973,72695,15701.115,91.9
SO - 0001232,2014-08-12,Wholesale,USD,GUT930,5,2586.2,12931.0,1396.548,Tagfeed Ltd,Product 18,Chattanooga,Hamilton County,TN,Tennessee,City,35.04563,-85.30968,176588,70228,40177,11534.452,89.2
SO - 0009205,2014-08-12,Wholesale,USD,GUT930,8,2659.9,21279.2,2260.915,CLINIQUE Ltd,Product 2,Georgetown,Williamson County,TX,Texas,City,30.63269,-97.67723,63716,22665,63041,19018.285,89.38
SO - 0008459,2014-08-12,Export,USD,AXW291,9,1112.2,10009.8,633.954,Oozz Group,Product 26,Boston,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,667137,256294,55777,9375.846,93.67
SO - 0003312,2014-08-12,Wholesale,USD,GUT930,9,1849.2,16642.8,795.156,SHISEIDO Ltd,Product 5,Sugar Land,Fort Bend County,TX,Texas,City,29.61968,-95.63495,88156,27587,104939,15847.644,95.22
SO - 0004676,2014-08-12,Export,USD,NXH382,8,4006.6,32052.8,2524.158,Oozz Group,Product 14,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,147861,46895,60976,29528.642,92.12
SO - 0003763,2014-08-12,Distributor,USD,GUT930,12,3423.7,41084.4,2533.538,Skyvu Group,Product 14,Palm Beach Gardens,Palm Beach County,FL,Florida,City,26.82339,-80.13865,52923,22945,68802,38550.862,93.83
SO - 0003327,2014-08-12,Distributor,USD,GUT930,8,241.2,1929.6,202.608,Voolia Ltd,Product 17,Clovis,Fresno County,CA,California,City,36.82523,-119.70292,104180,34512,62666,1726.992,89.5
SO - 0001669,2014-08-12,Wholesale,USD,AXW291,9,1031.8,9286.2,598.444,Voonyx Group,Product 26,Spring Valley,Clark County,NV,Nevada,CDP,36.10803,-115.245,183937,70748,50192,8687.756,93.56
SO - 0004960,2014-08-12,Wholesale,USD,AXW291,12,3926.2,47114.4,2944.65,sanofi-ave Group,Product 14,Nashua,Hillsborough County,NH,New Hampshire,City,42.76537,-71.46757,87970,34619,67246,44169.75,93.75
SO - 0003276,2014-08-12,Wholesale,USD,NXH382,8,6170.7,49365.6,4010.955,Kaymbo Company,Product 13,Wheaton,DuPage County,IL,Illinois,City,41.86614,-88.10701,53715,19281,85705,45354.645,91.88
SO - 0007846,2014-08-12,Distributor,USD,GUT930,9,187.6,1688.4,76.916,Jaxbean Group,Product 14,Muncie,Delaware County,IN,Indiana,City,40.19338,-85.38636,70087,27390,31044,1611.484,95.44
SO - 0010141,2014-08-12,Wholesale,USD,AXW291,5,1989.9,9949.5,1691.415,Roomm Company,Product 14,Fullerton,Orange County,CA,California,City,33.87029,-117.92534,140847,45031,65974,8258.085,83.0
SO - 0009749,2014-08-12,Wholesale,USD,NXH382,5,5132.2,25661.0,2925.354,Cantrell Company,Product 26,Surprise,Maricopa County,AZ,Arizona,City,33.63059,-112.33322,128422,45054,59916,22735.646,88.6
SO - 0001548,2014-08-12,Export,USD,NXH382,6,2257.9,13547.4,1128.95,Tambee Company,Product 26,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,623747,215614,50202,12418.45,91.67
SO - 0001599,2014-08-12,Export,USD,GUT930,7,1065.3,7457.1,862.893,Feednation Corp,Product 19,Alhambra,Los Angeles County,CA,California,City,34.09529,-118.12701,85551,29174,53582,6594.207,88.43
SO - 0001806,2014-08-12,Export,USD,AXW291,10,3926.2,39262.0,3219.484,Nexus Group,Product 28,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,82492,27044,91254,36042.516,91.8
SO - 0002282,2014-08-12,Wholesale,USD,AXW291,9,2418.7,21768.3,1596.342,Buzzshare Company,Product 27,Bonita Springs,Lee County,FL,Florida,City,26.33981,-81.7787,51704,19634,53955,20171.958,92.67
SO - 0003940,2014-08-12,Wholesale,USD,AXW291,11,2010.0,22110.0,1447.2,Mydo Corp,Product 14,Coral Springs,Broward County,FL,Florida,City,26.27119,-80.2706,129485,40571,66430,20662.8,93.45
SO - 0007446,2014-08-12,Export,USD,NXH382,12,1045.2,12542.4,846.612,BB17 Company,Product 26,Winston-Salem,Forsyth County,NC,North Carolina,City,36.09986,-80.24422,241218,93267,39882,11695.788,93.25
SO - 0007981,2014-08-12,Wholesale,USD,AXW291,11,4020.0,44220.0,3135.6,General Company,Product 21,Metairie,Jefferson Parish,LA,Louisiana,CDP,29.98409,-90.15285,140074,59557,52421,41084.4,92.91
SO - 0001317,2014-08-12,Wholesale,USD,AXW291,11,227.8,2505.8,150.348,Aimbo Corp,Product 26,Memphis,Shelby County,TN,Tennessee,City,35.14953,-90.04898,655770,249775,36445,2355.452,94.0
SO - 0008212,2014-08-12,Wholesale,USD,NXH382,5,3859.2,19296.0,2662.848,Vimbo Company,Product 26,Carlsbad,San Diego County,CA,California,City,33.15809,-117.35059,113453,42791,90597,16633.152,86.2
SO - 0008124,2014-08-12,Distributor,USD,AXW291,8,1018.4,8147.2,794.352,Dazzlesphe Corp,Product 26,Kenner,Jefferson Parish,LA,Louisiana,City,29.99409,-90.24174,67091,25243,47527,7352.848,90.25
SO - 0006644,2014-08-12,Distributor,USD,AXW291,7,5507.4,38551.8,2533.404,Chatterpoi Corp,Product 22,Clifton,Passaic County,NJ,New Jersey,City,40.85843,-74.16376,86334,29065,67992,36018.396,93.43
SO - 0006839,2014-08-12,Distributor,USD,AXW291,9,1876.0,16884.0,1575.84,Kaymbo Company,Product 18,Nampa,Canyon County,ID,Idaho,City,43.54072,-116.56346,89839,28741,40060,15308.16,90.67
SO - 0009418,2014-08-12,Wholesale,USD,AXW291,5,984.9,4924.5,630.336,Liberty Group,Product 5,Lakeville,Dakota County,MN,Minnesota,City,44.64969,-93.24272,60633,19595,95130,4294.164,87.2
SO - 0004418,2014-08-12,Distributor,USD,AXW291,5,743.7,3718.5,468.531,Quaxo Ltd,Product 2,Clinton,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,99889,42792,48466,3249.969,87.4
SO - 0004468,2014-08-12,Distributor,USD,AXW291,5,1045.2,5226.0,512.148,Feednation Corp,Product 20,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,69204,24963,63766,4713.852,90.2
SO - 0004838,2014-08-12,Wholesale,USD,AXW291,5,3819.0,19095.0,2864.25,Jaxbean Group,Product 12,Glendale,Los Angeles County,CA,California,City,34.14251,-118.25508,201020,71498,52574,16230.75,85.0
SO - 0007456,2014-08-12,Distributor,USD,AXW291,12,1896.1,22753.2,796.362,US Ltd,Product 18,Orangetown,Rockland County,NY,New York,Town,41.05369,-73.94809,50479,17922,92257,21956.838,96.5
SO - 0007559,2014-08-12,Wholesale,USD,AXW291,9,3289.7,29607.3,2500.172,Viva Ltd,Product 3,Fort Smith,Sebastian County,AR,Arkansas,City,35.38592,-94.39855,88194,34780,35096,27107.128,91.56
SO - 0008561,2014-08-12,Distributor,USD,AXW291,5,1005.0,5025.0,804.0,Aromaticos Company,Product 3,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,53366,19161,45370,4221.0,84.0
SO - 0009932,2014-08-12,Wholesale,USD,GUT930,7,1018.4,7128.8,855.456,Roomm Company,Product 10,Greenville,Pitt County,NC,North Carolina,City,35.61266,-77.36635,90597,35367,34435,6273.344,88.0
